tags,elapsed_s,start_unix,end_unix
"['write-jsonl', '56c194c6-3e20-454e-8afd-50c38067cd4b']",0.00,1713027350.29,1713027350.30
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-446.zip']",176.90,1713027173.39,1713027350.30
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-446.zip']",178.10,1713027172.20,1713027350.30
"['initialize-parser', 'c92dc0a8-5fec-4604-a362-b08760ae748a']",0.00,1713027351.46,1713027351.46
"['parser-parse', '9cb37a10-72cf-40f1-9e2d-71dd6aa42bb6']",178.78,1713027185.76,1713027364.55
"['write-jsonl', '9cb37a10-72cf-40f1-9e2d-71dd6aa42bb6']",0.00,1713027364.55,1713027364.55
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3962.zip']",178.79,1713027185.76,1713027364.55
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3962.zip']",179.90,1713027184.66,1713027364.55
"['initialize-parser', '864cb695-a6a7-46cd-96d5-5ad3914c812d']",0.00,1713027365.69,1713027365.69
"['parser-parse', '92f7ee80-27d3-4e5d-9e97-2c5d62a0824e']",180.75,1713027202.90,1713027383.64
"['write-jsonl', '92f7ee80-27d3-4e5d-9e97-2c5d62a0824e']",0.00,1713027383.64,1713027383.65
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-989.zip']",180.75,1713027202.89,1713027383.65
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-989.zip']",181.80,1713027201.84,1713027383.65
"['initialize-parser', '44cd1fc3-dad8-412d-907d-bc4c8b5897a1']",0.00,1713027384.79,1713027384.79
"['parser-parse', '869828d5-6c28-4ed1-b836-842c98827d49']",181.59,1713027204.00,1713027385.58
"['write-jsonl', '869828d5-6c28-4ed1-b836-842c98827d49']",0.00,1713027385.58,1713027385.59
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3222.zip']",181.59,1713027203.99,1713027385.59
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3222.zip']",182.75,1713027202.84,1713027385.59
"['initialize-parser', '8b039f62-e2d4-4bbf-b520-bb5d5b9a5f37']",0.00,1713027386.73,1713027386.73
"['parser-parse', 'ac94cc7e-00ba-4288-bb21-191ec13b9753']",211.31,1713027179.77,1713027391.08
"['write-jsonl', 'ac94cc7e-00ba-4288-bb21-191ec13b9753']",0.00,1713027391.08,1713027391.08
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1410.zip']",211.31,1713027179.77,1713027391.08
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1410.zip']",212.44,1713027178.64,1713027391.08
"['initialize-parser', 'd4645a6d-95d7-4314-b0a0-d57845682dd7']",0.00,1713027392.27,1713027392.27
"['parser-parse', 'cc447657-125c-4047-bee1-1461295a3a91']",183.27,1713027216.30,1713027399.57
"['write-jsonl', 'cc447657-125c-4047-bee1-1461295a3a91']",0.00,1713027399.57,1713027399.57
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3215.zip']",183.27,1713027216.30,1713027399.58
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3215.zip']",184.41,1713027215.16,1713027399.58
"['initialize-parser', '4e4ced83-f374-4d17-b4bc-1baa3569bc35']",0.00,1713027400.73,1713027400.73
"['parser-parse', '91469a66-0cfa-44ca-ba48-b1066ddf7a37']",174.53,1713027325.35,1713027499.88
"['write-jsonl', '91469a66-0cfa-44ca-ba48-b1066ddf7a37']",0.00,1713027499.88,1713027499.89
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1287.zip']",174.53,1713027325.35,1713027499.89
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1287.zip']",175.66,1713027324.23,1713027499.89
"['initialize-parser', 'b6253fb4-bb74-4419-87b2-3b5af3f60f6d']",0.00,1713027501.06,1713027501.06
"['parser-parse', '1544614d-109f-44fb-9578-27ab5e205d70']",176.51,1713027337.81,1713027514.32
"['write-jsonl', '1544614d-109f-44fb-9578-27ab5e205d70']",0.00,1713027514.32,1713027514.32
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1607.zip']",176.51,1713027337.81,1713027514.32
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1607.zip']",177.63,1713027336.70,1713027514.32
"['initialize-parser', 'c5ca3ae1-d358-475f-b6f2-a7846df6a4cf']",0.00,1713027515.50,1713027515.50
"['parser-parse', 'b740a7fc-108c-4904-b8a9-9c3998f2cd6d']",177.04,1713027337.48,1713027514.52
"['write-jsonl', 'b740a7fc-108c-4904-b8a9-9c3998f2cd6d']",0.00,1713027514.52,1713027514.52
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-769.zip']",177.04,1713027337.48,1713027514.52
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-769.zip']",178.20,1713027336.32,1713027514.52
"['initialize-parser', '1693217a-8fd3-4c64-97ea-1120bca6db91']",0.00,1713027515.70,1713027515.70
"['parser-parse', '127472a5-76a1-4f8f-a5bb-8f1c23b587f4']",177.35,1713027337.50,1713027514.85
"['write-jsonl', '127472a5-76a1-4f8f-a5bb-8f1c23b587f4']",0.00,1713027514.85,1713027514.85
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-869.zip']",177.35,1713027337.50,1713027514.85
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-869.zip']",178.48,1713027336.37,1713027514.85
"['initialize-parser', '167c82e0-e874-40be-980b-cb3fd148dacb']",0.00,1713027516.04,1713027516.04
"['parser-parse', '44146f33-bc94-4f46-ad8c-84a05dea18bf']",175.37,1713027341.91,1713027517.28
"['write-jsonl', '44146f33-bc94-4f46-ad8c-84a05dea18bf']",0.00,1713027517.28,1713027517.28
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1682.zip']",175.38,1713027341.91,1713027517.28
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1682.zip']",176.58,1713027340.71,1713027517.28
"['initialize-parser', 'c3db042c-4f75-49d6-b300-6955fd4457d5']",0.00,1713027518.46,1713027518.46
"['parser-parse', '02a45b49-4702-4f29-9055-ef0bf4c8f66c']",177.38,1713027351.04,1713027528.43
"['write-jsonl', '02a45b49-4702-4f29-9055-ef0bf4c8f66c']",0.00,1713027528.43,1713027528.43
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2166.zip']",177.39,1713027351.04,1713027528.43
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2166.zip']",178.60,1713027349.83,1713027528.43
"['initialize-parser', 'b0cdfcf2-9464-4bd5-8444-270bfeb0a81b']",0.00,1713027529.66,1713027529.66
"['parser-parse', 'c92dc0a8-5fec-4604-a362-b08760ae748a']",177.86,1713027351.46,1713027529.32
"['write-jsonl', 'c92dc0a8-5fec-4604-a362-b08760ae748a']",0.00,1713027529.32,1713027529.32
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1475.zip']",177.86,1713027351.46,1713027529.32
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1475.zip']",179.02,1713027350.31,1713027529.33
"['initialize-parser', '65f03c3d-94bd-4d22-bf07-8ecebcc8e7c3']",0.00,1713027530.52,1713027530.52
"['parser-parse', '864cb695-a6a7-46cd-96d5-5ad3914c812d']",178.57,1713027365.69,1713027544.25
"['write-jsonl', '864cb695-a6a7-46cd-96d5-5ad3914c812d']",0.00,1713027544.25,1713027544.26
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1325.zip']",178.57,1713027365.68,1713027544.26
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1325.zip']",179.69,1713027364.57,1713027544.26
"['initialize-parser', 'bd6014f9-29d8-419c-bfbc-982cb4936929']",0.00,1713027545.41,1713027545.41
"['parser-parse', '44cd1fc3-dad8-412d-907d-bc4c8b5897a1']",181.27,1713027384.79,1713027566.06
"['write-jsonl', '44cd1fc3-dad8-412d-907d-bc4c8b5897a1']",0.00,1713027566.06,1713027566.06
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1166.zip']",181.28,1713027384.79,1713027566.06
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1166.zip']",182.41,1713027383.66,1713027566.06
"['initialize-parser', 'acb6bde0-c446-4c7c-87c3-01fa728a5545']",0.00,1713027567.24,1713027567.24
"['parser-parse', '8b039f62-e2d4-4bbf-b520-bb5d5b9a5f37']",182.81,1713027386.73,1713027569.54
"['write-jsonl', '8b039f62-e2d4-4bbf-b520-bb5d5b9a5f37']",0.00,1713027569.54,1713027569.55
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-842.zip']",182.81,1713027386.73,1713027569.55
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-842.zip']",183.95,1713027385.60,1713027569.55
"['initialize-parser', 'dcac076d-2bf9-4fbe-8a6f-a8c2a2c697e2']",0.00,1713027570.71,1713027570.71
"['parser-parse', '4e4ced83-f374-4d17-b4bc-1baa3569bc35']",185.56,1713027400.73,1713027586.29
"['write-jsonl', '4e4ced83-f374-4d17-b4bc-1baa3569bc35']",0.00,1713027586.29,1713027586.30
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-263.zip']",185.57,1713027400.73,1713027586.30
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-263.zip']",186.71,1713027399.59,1713027586.30
"['initialize-parser', '593f7fdb-408b-4974-9104-8103b3338c12']",0.00,1713027587.51,1713027587.51
"['parser-parse', 'd4645a6d-95d7-4314-b0a0-d57845682dd7']",203.05,1713027392.27,1713027595.31
"['write-jsonl', 'd4645a6d-95d7-4314-b0a0-d57845682dd7']",0.00,1713027595.31,1713027595.32
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1347.zip']",203.05,1713027392.27,1713027595.32
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1347.zip']",204.22,1713027391.09,1713027595.32
"['initialize-parser', '2872d176-d3df-46a2-83ac-17dd54e5c8ae']",0.00,1713027596.55,1713027596.55
"['parser-parse', 'b6253fb4-bb74-4419-87b2-3b5af3f60f6d']",174.14,1713027501.06,1713027675.20
"['write-jsonl', 'b6253fb4-bb74-4419-87b2-3b5af3f60f6d']",0.00,1713027675.20,1713027675.20
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3535.zip']",174.14,1713027501.06,1713027675.20
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3535.zip']",175.31,1713027499.90,1713027675.21
"['initialize-parser', '3e1a4845-cd19-4ccb-9835-0125733040b1']",0.00,1713027676.41,1713027676.41
"['parser-parse', 'c5ca3ae1-d358-475f-b6f2-a7846df6a4cf']",175.34,1713027515.50,1713027690.84
"['write-jsonl', 'c5ca3ae1-d358-475f-b6f2-a7846df6a4cf']",0.00,1713027690.84,1713027690.84
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2065.zip']",175.34,1713027515.50,1713027690.84
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2065.zip']",176.51,1713027514.33,1713027690.84
"['initialize-parser', '4c666951-8472-4535-beae-3003bfa8e655']",0.00,1713027692.04,1713027692.04
"['parser-parse', '1693217a-8fd3-4c64-97ea-1120bca6db91']",175.94,1713027515.70,1713027691.63
"['write-jsonl', '1693217a-8fd3-4c64-97ea-1120bca6db91']",0.00,1713027691.63,1713027691.63
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1091.zip']",175.94,1713027515.70,1713027691.63
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1091.zip']",177.10,1713027514.53,1713027691.64
"['initialize-parser', '8783e85c-04c0-42cf-ba87-9b8ba41b970b']",0.00,1713027692.86,1713027692.86
"['parser-parse', '167c82e0-e874-40be-980b-cb3fd148dacb']",176.73,1713027516.04,1713027692.77
"['write-jsonl', '167c82e0-e874-40be-980b-cb3fd148dacb']",0.00,1713027692.77,1713027692.77
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3045.zip']",176.73,1713027516.04,1713027692.77
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3045.zip']",177.90,1713027514.87,1713027692.77
"['initialize-parser', 'c5464e54-df66-41bb-b9f0-1f45db4bd0b3']",0.00,1713027694.04,1713027694.04
"['parser-parse', 'c3db042c-4f75-49d6-b300-6955fd4457d5']",176.45,1713027518.46,1713027694.91
"['write-jsonl', 'c3db042c-4f75-49d6-b300-6955fd4457d5']",0.00,1713027694.91,1713027694.91
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3821.zip']",176.45,1713027518.46,1713027694.91
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3821.zip']",177.62,1713027517.30,1713027694.92
"['initialize-parser', '80105f64-eccc-40d2-ae2b-56df01124a25']",0.00,1713027696.19,1713027696.19
"['parser-parse', 'b0cdfcf2-9464-4bd5-8444-270bfeb0a81b']",178.32,1713027529.66,1713027707.98
"['write-jsonl', 'b0cdfcf2-9464-4bd5-8444-270bfeb0a81b']",0.00,1713027707.98,1713027707.98
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3826.zip']",178.32,1713027529.66,1713027707.98
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3826.zip']",179.54,1713027528.44,1713027707.99
"['initialize-parser', 'd77bf5fd-aa57-457f-a7bb-72559ee1bc37']",0.00,1713027709.25,1713027709.25
"['parser-parse', '65f03c3d-94bd-4d22-bf07-8ecebcc8e7c3']",179.92,1713027530.52,1713027710.44
"['write-jsonl', '65f03c3d-94bd-4d22-bf07-8ecebcc8e7c3']",0.00,1713027710.44,1713027710.44
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1024.zip']",179.92,1713027530.52,1713027710.44
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-1024.zip']",181.11,1713027529.34,1713027710.45
"['initialize-parser', 'fb1be16d-2ddc-430b-9c6f-efdc793ff450']",0.00,1713027711.70,1713027711.70
"['parser-parse', 'bd6014f9-29d8-419c-bfbc-982cb4936929']",179.26,1713027545.41,1713027724.67
"['write-jsonl', 'bd6014f9-29d8-419c-bfbc-982cb4936929']",0.00,1713027724.67,1713027724.68
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2187.zip']",179.27,1713027545.41,1713027724.68
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2187.zip']",180.42,1713027544.26,1713027724.68
"['initialize-parser', 'd0601fbe-b26a-4b02-9a3c-e4bad92910e2']",0.00,1713027725.95,1713027725.95
"['parser-parse', 'acb6bde0-c446-4c7c-87c3-01fa728a5545']",183.26,1713027567.24,1713027750.51
"['write-jsonl', 'acb6bde0-c446-4c7c-87c3-01fa728a5545']",0.00,1713027750.51,1713027750.51
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2121.zip']",183.27,1713027567.24,1713027750.51
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2121.zip']",184.44,1713027566.08,1713027750.51
"['initialize-parser', 'f51d8259-ccf9-46ed-88bd-d5079ca35900']",0.00,1713027751.71,1713027751.71
"['parser-parse', 'dcac076d-2bf9-4fbe-8a6f-a8c2a2c697e2']",183.99,1713027570.71,1713027754.70
"['write-jsonl', 'dcac076d-2bf9-4fbe-8a6f-a8c2a2c697e2']",0.00,1713027754.70,1713027754.70
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-806.zip']",184.00,1713027570.71,1713027754.70
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-806.zip']",185.14,1713027569.56,1713027754.70
"['initialize-parser', 'c019d8fe-0f64-4e1a-986a-9f2646024f2f']",0.00,1713027755.90,1713027755.90
"['parser-parse', '593f7fdb-408b-4974-9104-8103b3338c12']",185.16,1713027587.51,1713027772.67
"['write-jsonl', '593f7fdb-408b-4974-9104-8103b3338c12']",0.00,1713027772.67,1713027772.67
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2446.zip']",185.17,1713027587.51,1713027772.67
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-2446.zip']",186.36,1713027586.31,1713027772.67
"['initialize-parser', '9c6f2890-0dcb-4ec9-9917-81e7b150f4b4']",0.00,1713027773.91,1713027773.91
"['parser-parse', '2872d176-d3df-46a2-83ac-17dd54e5c8ae']",215.44,1713027596.55,1713027811.99
"['write-jsonl', '2872d176-d3df-46a2-83ac-17dd54e5c8ae']",0.00,1713027811.99,1713027812.00
"['parse-pdfs', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3411.zip']",215.45,1713027596.55,1713027812.00
"['finished-parsing', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/pdfs/zip-scaling-data-small/10pdfs-3411.zip']",216.67,1713027595.33,1713027812.00
"['initialize-parser', 'ec901288-a992-44dd-8b0a-211e4b4ac77d']",0.00,1713027813.44,1713027813.44
